"V1","V2"
"6002",201025,1
"6003",201026,1
"6004",201028,1
"6005",201029,1
"6006",201031,1
"6007",201032,1
"6008",201035,1
"6009",201036,1
"6010",201037,1
"6011",201039,1
"6012",201040,1
"6013",201041,1
"6014",201042,1
"6015",201045,1
"6016",201046,1
"6017",201047,1
"6018",201048,1
"6019",201051,1
"6020",201054,1
"6021",201055,1
"6022",201057,1
"6023",201058,1
"6024",201059,1
"6025",201060,1
"6026",201061,1
"6027",201062,1
"6028",201063,1
"6029",201064,1
"6030",201066,1
"6031",201067,1
"6032",201068,1
"6033",201069,1
"6034",201070,1
"6035",201073,1
"6036",201075,1
"6037",201076,1
"6038",201079,1
"6039",201080,1
"6040",201081,1
"6041",201084,1
"6042",201086,1
"6043",201089,1
"6044",201091,1
"6045",201093,1
"6046",201094,1
"6047",201095,1
"6048",201096,1
"6049",201097,1
"6050",201099,1
"6051",201100,1
"6052",201102,1
"6053",201103,1
"6054",201104,1
"6055",201105,1
"6056",201106,1
"6057",201108,1
"6058",201111,1
"6059",201112,1
"6060",201113,1
"6061",201114,1
"6062",201116,1
"6063",201118,1
"6064",201120,1
"6065",201121,1
"6066",201122,1
"6067",201125,1
"6068",201126,1
"6069",201127,1
"6070",201128,1
"6071",201129,1
"6072",201131,1
"6073",201132,1
"6074",201134,1
"6075",201135,1
"6076",201136,1
"6077",201137,1
"6078",201138,1
"6079",201140,1
"6080",201142,1
"6081",201144,1
"6082",201145,1
"6083",201146,1
"6084",201147,1
"6085",201148,1
"6086",201149,1
"6087",201151,1
"6088",201152,1
"6089",201153,1
"6090",201154,1
"6091",201155,1
"6092",201156,1
"6093",201157,1
"6094",201158,1
"6095",201159,1
"6096",201161,1
"6097",201164,1
"6098",201165,1
"6099",201166,1
"6100",201167,1
"6101",201170,1
"6102",201171,1
"6103",201172,1
"6104",201173,1
"6105",201174,1
"6106",201175,1
"6107",201176,1
"6108",201177,1
"6109",201178,1
"6110",201179,1
"6111",201180,1
"6112",201181,1
"6113",201182,1
"6114",201183,1
"6115",201185,1
"6116",201186,1
"6117",201187,1
"6118",201188,1
"6119",201189,1
"6120",201190,1
"6121",201191,1
"6122",201192,1
"6123",201194,1
"6124",201196,1
"6125",201197,1
"6126",201198,1
"6127",201199,1
"6128",201202,1
"6129",201204,1
"6130",201205,1
"6131",201206,1
"6132",201209,1
"6133",201210,1
"6134",201211,1
"6135",201213,1
"6136",201214,1
"6137",201215,1
"6138",201216,1
"6139",201219,1
"6140",201221,1
"6141",201222,1
"6142",201224,1
"6143",201225,1
"6144",201227,1
"6145",201229,1
"6146",201232,1
"6147",201233,1
"6148",201234,1
"6149",201236,1
"6150",201237,1
"6151",201239,1
"6152",201241,1
"6153",201243,1
"6154",201245,1
"6155",201247,1
"6156",201248,1
"6157",201250,1
"6158",201252,1
"6159",201253,1
"6160",201254,1
"6161",201255,1
"6162",201256,1
"6163",201257,1
"6164",201258,1
"6165",201259,1
"6166",201260,1
"6167",201265,1
"6168",201266,1
"6169",201268,1
"6170",201270,1
"6171",201271,1
"6172",201272,1
"6173",202002,1
"6174",202003,1
"6175",202005,1
"6176",202006,1
"6177",202007,1
"6178",202008,1
"6179",202010,1
"6180",202011,1
"6181",202012,1
"6182",202014,1
"6183",202017,1
"6184",202021,1
"6185",202022,1
"6186",202023,1
"6187",202024,1
"6188",202025,1
"6189",202027,1
"6190",202028,1
"6191",202030,1
"6192",202031,1
"6193",202032,1
"6194",202033,1
"6195",202034,1
"6196",202037,1
"6197",202039,1
"6198",202040,1
"6199",202041,1
"6200",202043,1
"6201",202044,1
"6202",202045,1
"6203",202047,1
"6204",202048,1
"6205",202049,1
"6206",202050,1
"6207",202051,1
"6208",202052,1
"6209",202053,1
"6210",202054,1
"6211",202055,1
"6212",202056,1
"6213",202057,1
"6214",202058,1
"6215",202059,1
"6216",202060,1
"6217",202062,1
"6218",202063,1
"6219",202064,1
"6220",202065,1
"6221",202067,1
"6222",202069,1
"6223",202071,1
"6224",202072,1
"6225",202073,1
"6226",202074,1
"6227",202075,1
"6228",202076,1
"6229",202077,1
"6230",202078,1
"6231",202079,1
"6232",202083,1
"6233",202084,1
"6234",202085,1
"6235",202087,1
"6236",202088,1
"6237",202090,1
"6238",202092,1
"6239",202093,1
"6240",202094,1
"6241",202096,1
"6242",202097,1
"6243",202098,1
"6244",202099,1
"6245",202100,1
"6246",202101,1
"6247",202103,1
"6248",202104,1
"6249",202105,1
"6250",202106,1
"6251",202107,1
"6252",202109,1
"6253",202110,1
"6254",202111,1
"6255",202112,1
"6256",202113,1
"6257",202114,1
"6258",202116,1
"6259",202117,1
"6260",202118,1
"6261",202121,1
"6262",202122,1
"6263",202123,1
"6264",202124,1
"6265",202125,1
"6266",202126,1
"6267",202127,1
"6268",202129,1
"6269",202131,1
"6270",202132,1
"6271",202133,1
"6272",202135,1
"6273",202136,1
"6274",202137,1
"6275",202138,1
"6276",202139,1
"6277",202140,1
"6278",202142,1
"6279",202144,1
"6280",202146,1
"6281",202147,1
"6282",202148,1
"6283",202150,1
"6284",202151,1
"6285",202152,1
"6286",202153,1
"6287",202155,1
"6288",202156,1
"6289",202157,1
"6290",202160,1
"6291",202161,1
"6292",202162,1
"6293",202163,1
"6294",202165,1
"6295",202167,1
"6296",202168,1
"6297",202169,1
"6298",202170,1
"6299",202171,1
"6300",202172,1
"6301",202173,1
"6302",202174,1
"6303",202175,1
"6304",202176,1
"6305",202177,1
"6306",202178,1
"6307",202179,1
"6308",202180,1
"6309",202181,1
"6310",202183,1
"6311",202184,1
"6312",202186,1
"6313",202187,1
"6314",202188,1
"6315",202189,1
"6316",202190,1
"6317",202191,1
"6318",202192,1
"6319",202193,1
"6320",202195,1
"6321",202196,1
"6322",202197,1
"6323",202198,1
"6324",202199,1
"6325",202200,1
"6326",202201,1
"6327",202202,1
"6328",202203,1
"6329",202205,1
"6330",202207,1
"6331",202208,1
"6332",202209,1
"6333",202210,1
"6334",203001,1
"6335",203002,1
"6336",203003,1
"6337",203004,1
"6338",203005,1
"6339",203006,1
"6340",203007,1
"6341",203012,1
"6342",203013,1
"6343",203014,1
"6344",203016,1
"6345",203017,1
"6346",203018,1
"6347",203019,1
"6348",203020,1
"6349",203021,1
"6350",203023,1
"6351",203025,1
"6352",203026,1
"6353",203027,1
"6354",203028,1
"6355",203029,1
"6356",203030,1
"6357",203031,1
"6358",203032,1
"6359",203033,1
"6360",203034,1
"6361",203035,1
"6362",203036,1
"6363",203038,1
"6364",203039,1
"6365",203040,1
"6366",203041,1
"6367",203042,1
"6368",203043,1
"6369",203044,1
"6370",203046,1
"6371",203047,1
"6372",203048,1
"6373",203049,1
"6374",203050,1
"6375",203051,1
"6376",203052,1
"6377",203055,1
"6378",203056,1
"6379",203057,1
"6380",203058,1
"6381",203059,1
"6382",203060,1
"6383",203061,1
"6384",203062,1
"6385",203064,1
"6386",203065,1
"6387",203066,1
"6388",203069,1
"6389",203070,1
"6390",203071,1
"6391",203072,1
"6392",203073,1
"6393",203074,1
"6394",203075,1
"6395",203076,1
"6396",203077,1
"6397",203078,1
"6398",203079,1
"6399",203080,1
"6400",203081,1
"6401",203082,1
"6402",203083,1
"6403",203084,1
"6404",203085,1
"6405",203089,1
"6406",203091,1
"6407",203092,1
"6408",203093,1
"6409",203094,1
"6410",203095,1
"6411",203098,1
"6412",203099,1
"6413",203101,1
"6414",203102,1
"6415",203103,1
"6416",203105,1
"6417",203106,1
"6418",203107,1
"6419",203108,1
"6420",203109,1
"6421",203110,1
"6422",203111,1
"6423",203112,1
"6424",203113,1
"6425",203114,1
"6426",203115,1
"6427",203116,1
"6428",203117,1
"6429",203118,1
"6430",203119,1
"6431",203121,1
"6432",203123,1
"6433",203124,1
"6434",203129,1
"6435",203131,1
"6436",203134,1
"6437",203136,1
"6438",203137,1
"6439",203138,1
"6440",203139,1
"6441",203140,1
"6442",203141,1
"6443",203142,1
"6444",203143,1
"6445",203144,1
"6446",203146,1
"6447",203147,1
"6448",203149,1
"6449",203151,1
"6450",203153,1
"6451",203154,1
"6452",203157,1
"6453",203158,1
"6454",203160,1
"6455",203161,1
"6456",203162,1
"6457",203163,1
"6458",203164,1
"6459",203165,1
"6460",203166,1
"6461",203167,1
"6462",203168,1
"6463",203169,1
"6464",203172,1
"6465",203173,1
"6466",203175,1
"6467",203176,1
"6468",203179,1
"6469",203182,1
"6470",203183,1
"6471",203185,1
"6472",203186,1
"6473",203187,1
"6474",203188,1
"6475",203190,1
"6476",203191,1
"6477",203193,1
"6478",203198,1
"6479",203199,1
"6480",203200,1
"6481",203201,1
"6482",203202,1
"6483",203203,1
"6484",203204,1
"6485",203205,1
"6486",203206,1
"6487",203207,1
"6488",203208,1
"6489",203209,1
"6490",203211,1
"6491",203212,1
"6492",203213,1
"6493",203215,1
"6494",203216,1
"6495",203217,1
"6496",203218,1
"6497",203219,1
"6498",203221,1
"6499",203222,1
"6500",203223,1
"6501",203224,1
"6502",203225,1
"6503",203227,1
"6504",203228,1
"6505",203229,1
"6506",203230,1
"6507",203231,1
"6508",203233,1
"6509",203235,1
"6510",203236,1
"6511",203237,1
"6512",203239,1
"6513",203240,1
"6514",203242,1
"6515",203243,1
"6516",203244,1
"6517",203245,1
"6518",203246,1
"6519",203247,1
"6520",203248,1
"6521",203249,1
"6522",203250,1
"6523",203251,1
"6524",203255,1
"6525",203257,1
"6526",203258,1
"6527",203259,1
"6528",203260,1
"6529",203261,1
"6530",203263,1
"6531",203264,1
"6532",203265,1
"6533",203266,1
"6534",203267,1
"6535",203268,1
"6536",203269,1
"6537",203270,1
"6538",203271,1
"6539",203272,1
"6540",203274,1
"6541",203275,1
"6542",203276,1
"6543",203277,1
"6544",204001,1
"6545",204002,1
"6546",204004,1
"6547",204009,1
"6548",204012,1
"6549",204013,1
"6550",204014,1
"6551",204015,1
"6552",204017,1
"6553",204020,1
"6554",204023,1
"6555",204025,1
"6556",204026,1
"6557",204027,1
"6558",204028,1
"6559",204030,1
"6560",204031,1
"6561",204032,1
"6562",204033,1
"6563",204034,1
"6564",204037,1
"6565",204038,1
"6566",204039,1
"6567",204041,1
"6568",204042,1
"6569",204043,1
"6570",204045,1
"6571",204046,1
"6572",204047,1
"6573",204049,1
"6574",204050,1
"6575",204051,1
"6576",204052,1
"6577",204053,1
"6578",204054,1
"6579",204056,1
"6580",204057,1
"6581",204058,1
"6582",204059,1
"6583",204061,1
"6584",204062,1
"6585",204063,1
"6586",204064,1
"6587",204065,1
"6588",204066,1
"6589",204067,1
"6590",204068,1
"6591",204070,1
"6592",204071,1
"6593",204073,1
"6594",204074,1
"6595",204075,1
"6596",204076,1
"6597",204079,1
"6598",204080,1
"6599",204081,1
"6600",204082,1
"6601",204083,1
"6602",204085,1
"6603",204086,1
"6604",204088,1
"6605",204089,1
"6606",204090,1
"6607",204091,1
"6608",204093,1
"6609",204094,1
"6610",204096,1
"6611",204097,1
"6612",204099,1
"6613",204100,1
"6614",204102,1
"6615",204103,1
"6616",204105,1
"6617",204107,1
"6618",204108,1
"6619",204109,1
"6620",204110,1
"6621",204111,1
"6622",204112,1
"6623",204113,1
"6624",204115,1
"6625",204116,1
"6626",204118,1
"6627",204119,1
"6628",204120,1
"6629",204121,1
"6630",204122,1
"6631",204123,1
"6632",204124,1
"6633",204127,1
"6634",204128,1
"6635",204129,1
"6636",204133,1
"6637",204136,1
"6638",204137,1
"6639",204138,1
"6640",204140,1
"6641",204141,1
"6642",204143,1
"6643",204144,1
"6644",204145,1
"6645",204146,1
"6646",204147,1
"6647",204148,1
"6648",204149,1
"6649",204150,1
"6650",204151,1
"6651",204152,1
"6652",204153,1
"6653",204154,1
"6654",204155,1
"6655",204156,1
"6656",204157,1
"6657",204158,1
"6658",204159,1
"6659",204161,1
"6660",204163,1
"6661",204164,1
"6662",204165,1
"6663",204166,1
"6664",204167,1
"6665",204168,1
"6666",204169,1
"6667",204170,1
"6668",204171,1
"6669",204172,1
"6670",204174,1
"6671",204176,1
"6672",204178,1
"6673",204179,1
"6674",204180,1
"6675",204181,1
"6676",204182,1
"6677",204183,1
"6678",204185,1
"6679",204186,1
"6680",204187,1
"6681",204189,1
"6682",204190,1
"6683",204191,1
"6684",204192,1
"6685",204193,1
"6686",204194,1
"6687",204195,1
"6688",204196,1
"6689",204197,1
"6690",204198,1
"6691",204199,1
"6692",204200,1
"6693",204201,1
"6694",204202,1
"6695",204203,1
"6696",204204,1
"6697",204205,1
"6698",204206,1
"6699",204207,1
"6700",204209,1
"6701",204210,1
"6702",204212,1
"6703",204213,1
"6704",204214,1
"6705",204215,1
"6706",204218,1
"6707",204220,1
"6708",204221,1
"6709",204222,1
"6710",204223,1
"6711",204224,1
"6712",204225,1
"6713",204226,1
"6714",204227,1
"6715",204228,1
"6716",204231,1
"6717",204233,1
"6718",204234,1
"6719",204235,1
"6720",204237,1
"6721",204238,1
"6722",204239,1
"6723",204240,1
"6724",204243,1
"6725",204245,1
"6726",204246,1
"6727",204248,1
"6728",204249,1
"6729",204252,1
"6730",204253,1
"6731",204254,1
"6732",204256,1
"6733",204257,1
"6734",204258,1
"6735",204260,1
"6736",204261,1
"6737",205001,1
"6738",205002,1
"6739",205003,1
"6740",205004,1
"6741",205005,1
"6742",205006,1
"6743",205008,1
"6744",205009,1
"6745",205010,1
"6746",205011,1
"6747",205012,1
"6748",205014,1
"6749",205015,1
"6750",205016,1
"6751",205017,1
"6752",205019,1
"6753",205020,1
"6754",205024,1
"6755",205025,1
"6756",205026,1
"6757",205031,1
"6758",205032,1
"6759",205033,1
"6760",205034,1
"6761",205036,1
"6762",205037,1
"6763",205039,1
"6764",205040,1
"6765",205041,1
"6766",205042,1
"6767",205043,1
"6768",205044,1
"6769",205045,1
"6770",205047,1
"6771",205048,1
"6772",205050,1
"6773",205051,1
"6774",205052,1
"6775",205053,1
"6776",205055,1
"6777",205057,1
"6778",205058,1
"6779",205059,1
"6780",205060,1
"6781",205061,1
"6782",205062,1
"6783",205063,1
"6784",205064,1
"6785",205065,1
"6786",205066,1
"6787",205067,1
"6788",205068,1
"6789",205069,1
"6790",205070,1
"6791",205072,1
"6792",205073,1
"6793",205074,1
"6794",205075,1
"6795",205076,1
"6796",205077,1
"6797",205078,1
"6798",205079,1
"6799",205080,1
"6800",205082,1
"6801",205083,1
"6802",205084,1
"6803",205085,1
"6804",205087,1
"6805",205088,1
"6806",205089,1
"6807",205090,1
"6808",205091,1
"6809",205092,1
"6810",205093,1
"6811",205095,1
"6812",205096,1
"6813",205097,1
"6814",205098,1
"6815",205099,1
"6816",205100,1
"6817",205101,1
"6818",205102,1
"6819",205103,1
"6820",205104,1
"6821",205106,1
"6822",205107,1
"6823",205108,1
"6824",205109,1
"6825",205110,1
"6826",205114,1
"6827",205116,1
"6828",205119,1
"6829",205121,1
"6830",205123,1
"6831",205124,1
"6832",205127,1
"6833",205128,1
"6834",205129,1
"6835",205131,1
"6836",205132,1
"6837",205134,1
"6838",205135,1
"6839",205136,1
"6840",205137,1
"6841",205138,1
"6842",205140,1
"6843",205142,1
"6844",205143,1
"6845",205144,1
"6846",205146,1
"6847",205147,1
"6848",205148,1
"6849",205149,1
"6850",205150,1
"6851",205151,1
"6852",205153,1
"6853",205154,1
"6854",205155,1
"6855",205156,1
"6856",205157,1
"6857",205160,1
"6858",205161,1
"6859",205162,1
"6860",205164,1
"6861",205165,1
"6862",205166,1
"6863",205170,1
"6864",205171,1
"6865",205173,1
"6866",205174,1
"6867",205175,1
"6868",205177,1
"6869",205179,1
"6870",205180,1
"6871",205182,1
"6872",205183,1
"6873",205184,1
"6874",205185,1
"6875",205186,1
"6876",205187,1
"6877",205188,1
"6878",205190,1
"6879",205191,1
"6880",205192,1
"6881",205193,1
"6882",205194,1
"6883",205195,1
"6884",205198,1
"6885",205200,1
"6886",205201,1
"6887",205202,1
"6888",205204,1
"6889",205208,1
"6890",205209,1
"6891",205210,1
"6892",205211,1
"6893",205213,1
"6894",205214,1
"6895",205215,1
"6896",205216,1
"6897",205218,1
"6898",205219,1
"6899",205220,1
"6900",205221,1
"6901",205222,1
"6902",205227,1
"6903",205228,1
"6904",205229,1
"6905",205230,1
"6906",205233,1
"6907",205234,1
"6908",205235,1
"6909",205236,1
"6910",205237,1
"6911",205240,1
"6912",205242,1
"6913",205244,1
"6914",205245,1
"6915",205246,1
"6916",205247,1
"6917",205251,1
"6918",205254,1
"6919",205257,1
"6920",205258,1
"6921",205259,1
"6922",205261,1
"6923",205265,1
"6924",205266,1
"6925",205269,1
"6926",205270,1
"6927",205271,1
"6928",205272,1
"6929",205273,1
"6930",205274,1
"6931",205275,1
"6932",205276,1
"6933",205277,1
"6934",205279,1
"6935",205280,1
"6936",205281,1
"6937",205282,1
"6938",205283,1
"6939",205284,1
"6940",205285,1
"6941",205286,1
"6942",205288,1
"6943",205290,1
"6944",205291,1
"6945",205292,1
"6946",205294,1
"6947",205295,1
"6948",205296,1
"6949",205297,1
"6950",205298,1
"6951",205299,1
"6952",205300,1
"6953",205301,1
"6954",205302,1
"6955",205303,1
"6956",205304,1
"6957",205306,1
"6958",205308,1
"6959",205309,1
"6960",205310,1
"6961",205311,1
"6962",205314,1
"6963",205315,1
"6964",205316,1
"6965",205317,1
"6966",205318,1
"6967",205320,1
"6968",205321,1
"6969",206001,1
"6970",206002,1
"6971",206005,1
"6972",206006,1
"6973",206007,1
"6974",206008,1
"6975",206010,1
"6976",206012,1
"6977",206013,1
"6978",206014,1
"6979",206016,1
"6980",206017,1
"6981",206018,1
"6982",206019,1
"6983",206020,1
"6984",206021,1
"6985",206023,1
"6986",206024,1
"6987",206025,1
"6988",206026,1
"6989",206028,1
"6990",206029,1
"6991",206031,1
"6992",206033,1
"6993",206035,1
"6994",206036,1
"6995",206038,1
"6996",206039,1
"6997",206041,1
"6998",206042,1
"6999",206043,1
"7000",206045,1
"7001",206046,1
"7002",206047,1
"7003",206049,1
"7004",206051,1
"7005",206052,1
"7006",206053,1
"7007",206054,1
"7008",206057,1
"7009",206058,1
"7010",206059,1
"7011",206060,1
"7012",206062,1
"7013",206063,1
"7014",206064,1
"7015",206065,1
"7016",206066,1
"7017",206068,1
"7018",206069,1
"7019",206070,1
"7020",206071,1
"7021",206072,1
"7022",206073,1
"7023",206074,1
"7024",206075,1
"7025",206076,1
"7026",206078,1
"7027",206079,1
"7028",206080,1
"7029",206081,1
"7030",206083,1
"7031",206084,1
"7032",206086,1
"7033",206087,1
"7034",206089,1
"7035",206090,1
"7036",206091,1
"7037",206092,1
"7038",206093,1
"7039",206094,1
"7040",206095,1
"7041",206096,1
"7042",206097,1
"7043",206098,1
"7044",206100,1
"7045",206101,1
"7046",206102,1
"7047",206103,1
"7048",206104,1
"7049",206106,1
"7050",206107,1
"7051",206108,1
"7052",206109,1
"7053",206110,1
"7054",206111,1
"7055",206112,1
"7056",206113,1
"7057",206114,1
"7058",206115,1
"7059",206116,1
"7060",206118,1
"7061",206122,1
"7062",206123,1
"7063",206125,1
"7064",206127,1
"7065",206128,1
"7066",206129,1
"7067",206130,1
"7068",206131,1
"7069",206132,1
"7070",206133,1
"7071",206134,1
"7072",206137,1
"7073",206138,1
"7074",206141,1
"7075",206143,1
"7076",206144,1
"7077",206145,1
"7078",206146,1
"7079",206147,1
"7080",206148,1
"7081",206151,1
"7082",206152,1
"7083",206154,1
"7084",206155,1
"7085",206157,1
"7086",206158,1
"7087",206161,1
"7088",206162,1
"7089",206163,1
"7090",206164,1
"7091",206166,1
"7092",206167,1
"7093",206169,1
"7094",206170,1
"7095",206171,1
"7096",206172,1
"7097",206173,1
"7098",206174,1
"7099",206175,1
"7100",206176,1
"7101",206178,1
"7102",206180,1
"7103",206181,1
"7104",206182,1
"7105",206183,1
"7106",206184,1
"7107",206185,1
"7108",206186,1
"7109",206187,1
"7110",206188,1
"7111",206191,1
"7112",206192,1
"7113",206193,1
"7114",206194,1
"7115",206195,1
"7116",206196,1
"7117",206197,1
"7118",206199,1
"7119",206200,1
"7120",206201,1
"7121",206202,1
"7122",206203,1
"7123",206204,1
"7124",206206,1
"7125",206207,1
"7126",206208,1
"7127",206209,1
"7128",206211,1
"7129",206212,1
"7130",206213,1
"7131",206214,1
"7132",206215,1
"7133",206216,1
"7134",206217,1
"7135",206218,1
"7136",206220,1
"7137",206221,1
"7138",206223,1
"7139",206224,1
"7140",206226,1
"7141",206228,1
"7142",206229,1
"7143",206231,1
"7144",206232,1
"7145",206234,1
"7146",206237,1
"7147",206239,1
"7148",206240,1
"7149",206241,1
"7150",206242,1
"7151",206243,1
"7152",206244,1
"7153",206245,1
"7154",206246,1
"7155",206247,1
"7156",206248,1
"7157",206251,1
"7158",206253,1
"7159",206255,1
"7160",207001,1
"7161",207002,1
"7162",207003,1
"7163",207004,1
"7164",207005,1
"7165",207006,1
"7166",207007,1
"7167",207008,1
"7168",207009,1
"7169",207012,1
"7170",207014,1
"7171",207015,1
"7172",207016,1
"7173",207017,1
"7174",207020,1
"7175",207022,1
"7176",207023,1
"7177",207024,1
"7178",207025,1
"7179",207026,1
"7180",207027,1
"7181",207029,1
"7182",207031,1
"7183",207032,1
"7184",207033,1
"7185",207034,1
"7186",207036,1
"7187",207037,1
"7188",207038,1
"7189",207039,1
"7190",207040,1
"7191",207041,1
"7192",207044,1
"7193",207046,1
"7194",207049,1
"7195",207050,1
"7196",207051,1
"7197",207052,1
"7198",207053,1
"7199",207054,1
"7200",207059,1
"7201",207060,1
"7202",207061,1
"7203",207064,1
"7204",207066,1
"7205",207067,1
"7206",207068,1
"7207",207070,1
"7208",207071,1
"7209",207072,1
"7210",207073,1
"7211",207074,1
"7212",207075,1
"7213",207076,1
"7214",207077,1
"7215",207078,1
"7216",207079,1
"7217",207081,1
"7218",207082,1
"7219",207083,1
"7220",207084,1
"7221",207086,1
"7222",207089,1
"7223",207090,1
"7224",207091,1
"7225",207092,1
"7226",207094,1
"7227",207096,1
"7228",207097,1
"7229",207098,1
"7230",207099,1
"7231",207101,1
"7232",207102,1
"7233",207103,1
"7234",207104,1
"7235",207105,1
"7236",207106,1
"7237",207107,1
"7238",207108,1
"7239",207109,1
"7240",207111,1
"7241",207114,1
"7242",207115,1
"7243",207116,1
"7244",207117,1
"7245",207118,1
"7246",207119,1
"7247",207120,1
"7248",207121,1
"7249",207123,1
"7250",207124,1
"7251",207125,1
"7252",207126,1
"7253",207127,1
"7254",207128,1
"7255",207130,1
"7256",207131,1
"7257",207132,1
"7258",207133,1
"7259",207135,1
"7260",207136,1
"7261",207137,1
"7262",207138,1
"7263",207139,1
"7264",207140,1
"7265",207141,1
"7266",207142,1
"7267",207143,1
"7268",207145,1
"7269",207146,1
"7270",207148,1
"7271",207149,1
"7272",207151,1
"7273",207152,1
"7274",207153,1
"7275",207154,1
"7276",207156,1
"7277",207157,1
"7278",207159,1
"7279",207160,1
"7280",207161,1
"7281",207162,1
"7282",207163,1
"7283",207165,1
"7284",207166,1
"7285",207168,1
"7286",207169,1
"7287",207171,1
"7288",207172,1
"7289",207173,1
"7290",207174,1
"7291",207175,1
"7292",207176,1
"7293",207177,1
"7294",207178,1
"7295",207180,1
"7296",207181,1
"7297",207183,1
"7298",207184,1
"7299",207185,1
"7300",207188,1
"7301",207189,1
"7302",207190,1
"7303",207191,1
"7304",207193,1
"7305",207194,1
"7306",207199,1
"7307",207200,1
"7308",207201,1
"7309",207202,1
"7310",207206,1
"7311",207208,1
"7312",207209,1
"7313",207211,1
"7314",207212,1
"7315",207214,1
"7316",207215,1
"7317",207216,1
"7318",207220,1
"7319",207221,1
"7320",207222,1
"7321",207223,1
"7322",207224,1
"7323",207226,1
"7324",207227,1
"7325",207228,1
"7326",207231,1
"7327",207232,1
"7328",207234,1
"7329",207235,1
"7330",207236,1
"7331",207238,1
"7332",207240,1
"7333",207241,1
"7334",207242,1
"7335",207243,1
"7336",207244,1
"7337",207245,1
"7338",207246,1
"7339",207247,1
"7340",207249,1
"7341",207251,1
"7342",207252,1
"7343",207254,1
"7344",207255,1
"7345",207257,1
"7346",207258,1
"7347",207260,1
"7348",207264,1
"7349",207265,1
"7350",207266,1
"7351",207267,1
"7352",207270,1
"7353",207271,1
"7354",207272,1
"7355",207273,1
"7356",207274,1
"7357",207275,1
"7358",207276,1
"7359",207278,1
"7360",207279,1
"7361",207280,1
"7362",207281,1
"7363",207283,1
"7364",207284,1
"7365",208001,1
"7366",208003,1
"7367",208005,1
"7368",208007,1
"7369",208009,1
"7370",208010,1
"7371",208011,1
"7372",208012,1
"7373",208013,1
"7374",208014,1
"7375",208015,1
"7376",208016,1
"7377",208018,1
"7378",208019,1
"7379",208020,1
"7380",208021,1
"7381",208022,1
"7382",208023,1
"7383",208024,1
"7384",208025,1
"7385",208026,1
"7386",208028,1
"7387",208029,1
"7388",208030,1
"7389",208032,1
"7390",208034,1
"7391",208035,1
"7392",208037,1
"7393",208038,1
"7394",208039,1
"7395",208041,1
"7396",208042,1
"7397",208043,1
"7398",208044,1
"7399",208046,1
"7400",208047,1
"7401",208048,1
"7402",208050,1
"7403",208055,1
"7404",208058,1
"7405",208059,1
"7406",208060,1
"7407",208063,1
"7408",208064,1
"7409",208065,1
"7410",208066,1
"7411",208067,1
"7412",208068,1
"7413",208070,1
"7414",208071,1
"7415",208072,1
"7416",208074,1
"7417",208075,1
"7418",208076,1
"7419",208077,1
"7420",208078,1
"7421",208079,1
"7422",208080,1
"7423",208081,1
"7424",208083,1
"7425",208085,1
"7426",208086,1
"7427",208087,1
"7428",208089,1
"7429",208091,1
"7430",208092,1
"7431",208094,1
"7432",208095,1
"7433",208096,1
"7434",208097,1
"7435",208099,1
"7436",208100,1
"7437",208101,1
"7438",208102,1
"7439",208103,1
"7440",208104,1
"7441",208105,1
"7442",208107,1
"7443",208108,1
"7444",208109,1
"7445",208110,1
"7446",208111,1
"7447",208112,1
"7448",208113,1
"7449",208114,1
"7450",208115,1
"7451",208117,1
"7452",208119,1
"7453",208123,1
"7454",208124,1
"7455",208125,1
"7456",208126,1
"7457",208127,1
"7458",208129,1
"7459",208130,1
"7460",208132,1
"7461",208136,1
"7462",208137,1
"7463",208138,1
"7464",208139,1
"7465",208140,1
"7466",208141,1
"7467",208142,1
"7468",208144,1
"7469",208145,1
"7470",208146,1
"7471",208148,1
"7472",208149,1
"7473",208151,1
"7474",208153,1
"7475",208154,1
"7476",208155,1
"7477",208156,1
"7478",208157,1
"7479",208158,1
"7480",208159,1
"7481",208160,1
"7482",208161,1
"7483",208162,1
"7484",208163,1
"7485",208165,1
"7486",208166,1
"7487",208167,1
"7488",208169,1
"7489",208171,1
"7490",208173,1
"7491",208174,1
"7492",208175,1
"7493",208176,1
"7494",208178,1
"7495",208179,1
"7496",208180,1
"7497",208182,1
"7498",208184,1
"7499",208187,1
"7500",208190,1
"7501",208191,1
"7502",208192,1
"7503",208195,1
"7504",208196,1
"7505",208197,1
"7506",208199,1
"7507",208200,1
"7508",208201,1
"7509",208202,1
"7510",208203,1
"7511",208204,1
"7512",208205,1
"7513",208206,1
"7514",208207,1
"7515",208209,1
"7516",208211,1
"7517",208213,1
"7518",208214,1
"7519",208215,1
"7520",208216,1
"7521",208217,1
"7522",208219,1
"7523",208220,1
"7524",208221,1
"7525",208222,1
"7526",208225,1
"7527",208227,1
"7528",208231,1
"7529",208232,1
"7530",209001,1
"7531",209002,1
"7532",209003,1
"7533",209004,1
"7534",209006,1
"7535",209009,1
"7536",209010,1
"7537",209013,1
"7538",209014,1
"7539",209015,1
"7540",209016,1
"7541",209017,1
"7542",209018,1
"7543",209020,1
"7544",209022,1
"7545",209024,1
"7546",209025,1
"7547",209026,1
"7548",209027,1
"7549",209029,1
"7550",209030,1
"7551",209032,1
"7552",209034,1
"7553",209035,1
"7554",209037,1
"7555",209039,1
